Id;Unit;DrugDescription;Factory;Composition;NarcoticCategory;Category;Issued;ValidUntil
55985;1;Perfalgan 1g, Infusionslösung;Bristol-Myers Squibb SA;Synthetika human;B;B;03.02.03;03.02.03;27.01.18
55985;2;Perfalgan 500mg Kinder, Infusionslösung;Bristol-Myers Squibb SA;Synthetika human;B;B;03.02.03;23.05.03;27.01.18
55987;1;Cefuroxim Sandoz 125mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;20.09.05;20.09.05;19.09.20
55987;2;Cefuroxim Sandoz 250mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;20.09.05;20.09.05;19.09.20
55987;3;Cefuroxim Sandoz 500mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;20.09.05;20.09.05;19.09.20
55988;1;Tramundin 100 mg, Tabletten retard;Mundipharma Medical Company, Hamilton, Bermuda, Basel Branch;Synthetika human;A;A;26.03.03;26.03.03;26.03.18
55988;2;Tramundin 150 mg, Tabletten retard;Mundipharma Medical Company, Hamilton, Bermuda, Basel Branch;Synthetika human;A;A;26.03.03;26.03.03;26.03.18
55988;3;Tramundin 200 mg, Tabletten retard;Mundipharma Medical Company, Hamilton, Bermuda, Basel Branch;Synthetika human;A;A;26.03.03;26.03.03;26.03.18
55990;1;Paracillin SP ad us.vet., Arzneimittelvormischung (lösliches Pulver);MSD Animal Health GmbH;Tierarzneimittel;A;A;03.03.03;03.03.03;02.03.18
55991;2;Itraconazol Sandoz, Kapseln;Sandoz Pharmaceuticals AG;Synthetika human;B;B;04.09.06;07.02.13;03.09.21
55993;1;Septonsil, homöopathisch-spagyrische Globuli;ebi-pharm ag;Homöopathika;D;D;15.07.04;15.07.04;14.07.19
55994;1;Itires, homöopathisch-spagyrische Globuli;ebi-pharm ag;Homöopathika;B;B;20.03.03;20.03.03;16.12.17
55995;3;Scalibor Protectorband ad us.vet., für kleine und mittlere Hunde;MSD Animal Health GmbH;Tierarzneimittel;C;C;10.07.02;07.03.07;06.03.17
55995;4;Scalibor Protectorband ad us.vet., für grosse Hunde;MSD Animal Health GmbH;Tierarzneimittel;C;C;10.07.02;07.03.07;06.03.17
55996;1;Blockade ad us.vet., Zitzendesinfektionsmittel;DeLaval AG;Tierarzneimittel;E;E;12.07.02;12.07.02;31.12.17
55997;3;Milbemax Katze S ad us.vet., Tabletten;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;10.01.03;17.04.08;16.04.18
55997;4;Milbemax Katze M ad us.vet., Tabletten;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;10.01.03;17.04.08;16.04.18
55998;1;Milbemax Hunde S ad us.vet., Tabletten;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;10.01.03;10.01.03;29.05.18
55998;2;Milbemax Hunde M ad us.vet., Tabletten;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;10.01.03;10.01.03;29.05.18
55999;1;Isofluran Baxter ad us.vet., Inhalationsanästhetikum;Baxter AG;Tierarzneimittel;B;B;11.07.02;11.07.02;31.12.17
56000;1;Stocrin 600 mg, Filmtabletten;MSD Merck Sharp & Dohme AG;Synthetika human;A;A;16.05.02;16.05.02;10.05.17
56000;2;Stocrin 50 mg, Filmtabletten;MSD Merck Sharp & Dohme AG;Synthetika human;A;A;16.05.02;07.03.07;10.05.17
56000;3;Stocrin 200 mg, Filmtabletten;MSD Merck Sharp & Dohme AG;Synthetika human;A;A;16.05.02;07.03.07;10.05.17
56001;1;Copegus 200 mg, Filmtabletten;Roche Pharma (Schweiz) AG;Synthetika human;A;A;26.06.02;26.06.02;06.06.17
56001;2;Copegus 400 mg, Filmtabletten;Roche Pharma (Schweiz) AG;Synthetika human;A;A;26.06.02;03.04.08;06.06.17
56003;1;Zomig nasal 5 mg, Nasalspray;AstraZeneca AG;Synthetika human;B;B;03.11.04;03.11.04;02.11.19
56003;2;Zomig nasal 2.5 mg, Nasalspray;AstraZeneca AG;Synthetika human;B;B;03.11.04;03.11.04;02.11.19
56004;1;Co-Enatec, Tabletten;Mepha Pharma AG;Synthetika human;B;B;26.06.02;26.06.02;24.06.17
56006;1;Omida homöopathische Heuschnupfen Globuli;Omida AG;Homöopathika;D;D;18.12.01;18.12.01;01.11.16
56007;1;Forsteo, solution injectable en stylo prérempli;Eli Lilly (Suisse) SA;Biotechnologika;B;B;08.08.03;08.08.03;07.08.18
56008;1;Optimectin ad us.vet., Injektionslösung;VETOQUINOL AG Business Building;Tierarzneimittel;A;A;09.08.02;09.08.02;31.12.17
56015;1;Perskindol Cool avec consoude, gel;Vifor Consumer Health SA;Phytotherapeutika;D;D;05.02.03;05.02.03;04.02.18
56018;1;Cialis 20 mg, comprimés filmés;Eli Lilly (Suisse) SA;Synthetika human;B;B;04.05.04;04.05.04;03.05.19
56018;2;Cialis 10 mg, comprimés filmés;Eli Lilly (Suisse) SA;Synthetika human;B;B;04.05.04;04.05.04;03.05.19
56018;3;Cialis 2,5 mg, comprimés filmés;Eli Lilly (Suisse) SA;Synthetika human;B;B;04.05.04;03.02.09;03.05.19
56018;4;Cialis 5 mg, comprimés filmés;Eli Lilly (Suisse) SA;Synthetika human;B;B;04.05.04;03.02.09;03.05.19
56028;1;Ciprin 250, Lacktabletten;Berlis AG;Synthetika human;A;A;01.10.01;01.10.01;22.08.17
56028;2;Ciprin 500, Lacktabletten;Berlis AG;Synthetika human;A;A;01.10.01;01.10.01;22.08.17
56028;3;Ciprin 750, Lacktabletten;Berlis AG;Synthetika human;A;A;01.10.01;01.10.01;22.08.17
56029;1;Ciprin 0,2 g, Infusionslösung;Berlis AG;Synthetika human;A;A;01.10.01;01.10.01;22.08.17
56029;2;Ciprin 0,4 g, Infusionslösung;Berlis AG;Synthetika human;A;A;01.10.01;01.10.01;22.08.17
56031;1;Apo-Infekt, homöopathisch-spagyrische Globuli;ebi-pharm ag;Homöopathika;C;C;27.08.02;27.08.02;18.07.17
56032;1;Sono Vue 8 µL/mL, preparazione iniettabile;Bracco Suisse SA;Synthetika human;B;B;07.08.02;07.08.02;06.09.17
56033;1;Perskindol Cool avec arnica, gel;Vifor Consumer Health SA;Phytotherapeutika;D;D;30.01.03;30.01.03;29.01.18
56035;1;Simcora 20, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;05.03.04;05.03.04;04.03.19
56035;2;Simcora 40, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;05.03.04;05.03.04;04.03.19
56035;3;Simcora 80, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;05.03.04;17.06.05;04.03.19
56035;5;Simcora 60, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;05.03.04;18.08.06;04.03.19
56036;1;Zoldorm, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;06.11.03;06.11.03;05.11.18
56038;1;NuvaRing, Ring zur vaginalen Anwendung;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;09.07.03;09.07.03;08.07.18
56039;1;Evra, transdermales Patch;Janssen-Cilag AG;Synthetika human;B;B;05.11.03;05.11.03;04.11.18
56044;1;Frontline Combo Spot-on chats et furets ad us.vet., solution;Biokema S.A.;Tierarzneimittel;B;B;23.05.03;23.05.03;31.12.18
56045;1;Frontline Combo Spot-on chiens S ad us.vet., solution;Biokema S.A.;Tierarzneimittel;B;B;22.05.03;22.05.03;31.12.18
56045;2;Frontline Combo Spot-on chiens M ad us.vet., solution;Biokema S.A.;Tierarzneimittel;B;B;22.05.03;22.05.03;31.12.18
56045;3;Frontline Combo Spot-on chiens L ad us.vet., solution;Biokema S.A.;Tierarzneimittel;B;B;22.05.03;22.05.03;31.12.18
56045;4;Frontline Combo Spot-on chiens XL ad us.vet., solution;Biokema S.A.;Tierarzneimittel;B;B;22.05.03;22.05.03;31.12.18
56046;1;Algifor Junior, Suspension;Vifor Consumer Health SA;Synthetika human;B;B;08.07.04;08.07.04;07.07.19
56048;1;Isoflo ad us.vet., Inhalationsanästhetikum;Zoetis Schweiz GmbH;Tierarzneimittel;B;B;12.03.03;12.03.03;31.12.18
56049;1;Loperamid Helvepharm 2mg, Kapseln;Helvepharm AG;Synthetika human;B/C;B/C;24.10.01;24.10.01;16.10.20
56050;3;Allopurinol Helvepharm 100 mg, Tabletten;Helvepharm AG;Synthetika human;B;B;08.11.01;11.06.08;10.06.18
56050;4;Allopurinol Helvepharm 300 mg, Tabletten;Helvepharm AG;Synthetika human;B;B;08.11.01;11.06.08;10.06.18
56052;1;Klostergarten Erkältungstee Gregorius, geschnittene Kräuter;Migros-Genossenschafts-Bund;Phytotherapeutika;E;E;08.04.03;08.04.03;02.12.17
56054;1;Advil 400 Liqua, Weichgelatinekapseln;Pfizer AG;Synthetika human;D;D;16.07.04;16.07.04;15.07.19
56056;1;Amoxicillin Spirig HC 1000, Tabletten;Spirig HealthCare AG;Synthetika human;A;A;07.05.02;07.05.02;03.05.17
56059;1;Ketesse, Injektionslösung;A. Menarini AG;Synthetika human;B;B;28.05.04;28.05.04;27.05.19
56060;1;Emadine SE, Augentropfen, Einmaldosen;Alcon Switzerland SA;Synthetika human;C;C;30.09.02;30.09.02;03.04.17
56061;1;Lisitril  5, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;02.09.03;02.09.03;31.12.18
56061;2;Lisitril 10, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;02.09.03;02.09.03;31.12.18
56061;3;Lisitril 20, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;02.09.03;02.09.03;31.12.18
56061;4;Lisitril 30, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;02.09.03;22.11.04;31.12.18
56062;2;Program Plus M ad us.vet., Tabletten;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;17.05.02;17.05.02;31.12.17
56062;3;Program Plus L ad us.vet., Tabletten;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;17.05.02;17.05.02;31.12.17
56062;4;Program Plus LL ad us.vet., Tabletten;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;17.05.02;17.05.02;31.12.17
56066;2;Gonavet Veyx ad us.vet., Injektionslösung;Provet AG;Tierarzneimittel;B;B;27.10.05;06.04.09;26.10.20
56068;1;Cefavora, homöopathische Tropfen;ebi-pharm ag;Homöopathika;D;D;27.08.02;27.08.02;27.08.17
56070;1;Parodentosan Gel;Tentan AG;Synthetika human;D;D;22.03.04;22.03.04;21.03.19
56072;2;Erbitux 100mg/20ml, Infusionslösung;Merck (Schweiz) AG;Biotechnologika;A;A;01.12.03;01.10.07;30.11.18
56072;3;Erbitux 500mg/100ml, Infusionslösung;Merck (Schweiz) AG;Biotechnologika;A;A;01.12.03;15.09.14;30.11.18
56075;1;Remeron SolTab 15 mg, Schmelztabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;18.09.02;18.09.02;16.09.17
56075;2;Remeron SolTab 30 mg, Schmelztabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;18.09.02;18.09.02;16.09.17
56075;3;Remeron SolTab 45 mg, Schmelztabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;18.09.02;27.01.04;16.09.17
56077;1;Fluorouracil Pharmintraco 250 mg/5 ml, solution pour injection/perfusion;Ingenus Pharmaceuticals GmbH;Synthetika human;A;A;23.05.03;23.05.03;05.06.18
56077;2;Fluorouracil Pharmintraco 500 mg/10 ml, solution pour injection/perfusion;Ingenus Pharmaceuticals GmbH;Synthetika human;A;A;23.05.03;23.05.03;05.06.18
56077;3;Fluorouracil Pharmintraco 1000 mg/20 ml, solution pour injection/perfusion;Ingenus Pharmaceuticals GmbH;Synthetika human;A;A;23.05.03;23.05.03;05.06.18
56077;4;Fluorouracil Pharmintraco 5000 mg/100 ml, solution pour injection/perfusion;Ingenus Pharmaceuticals GmbH;Synthetika human;A;A;23.05.03;23.05.03;05.06.18
56078;1;Plasma-Lyte A, Infusionslösung;Baxter AG;Synthetika human;B;B;24.03.05;24.03.05;23.03.20
56079;4;Arcoxia 30 mg, Filmtabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;03.03.09;03.03.09;02.03.19
56079;5;Arcoxia  60 mg, Filmtabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;03.03.09;03.03.09;02.03.19
56080;1;Parodentosan Spüllösung;Tentan AG;Synthetika human;D;D;22.03.04;22.03.04;21.03.19
56082;1;Assalix, Dragées;Biomed AG;Phytotherapeutika;D;D;17.04.03;17.04.03;16.04.18
56087;1;Viscotears SDU, Augengel Einzeldosen;Alcon Switzerland SA;Synthetika human;D;D;16.07.03;16.07.03;15.07.18
56088;1;Olfen Patch, Pflaster;Mepha Pharma AG;Synthetika human;D;D;13.08.03;13.08.03;12.08.18
56089;1;Nutriflex Lipid plus ohne Elektrolyte, Infusionsemulsion 1250ml;B. Braun Medical AG;Synthetika human;B;B;28.11.02;28.11.02;27.11.17
56089;2;Nutriflex Lipid plus ohne Elektrolyte, Infusionsemulsion 1875ml;B. Braun Medical AG;Synthetika human;B;B;28.11.02;28.11.02;27.11.17
56089;3;Nutriflex Lipid plus ohne Elektrolyte, Infusionsemulsion 2500ml;B. Braun Medical AG;Synthetika human;B;B;28.11.02;28.11.02;27.11.17
56091;1;Nutriflex Lipid special ohne Elektrolyte, Infusionsemulsion 1250ml;B. Braun Medical AG;Synthetika human;B;B;28.11.02;28.11.02;27.11.17
56091;2;Nutriflex Lipid special ohne Elektrolyte, Infusionsemulsion 1875ml;B. Braun Medical AG;Synthetika human;B;B;28.11.02;28.11.02;27.11.17
56091;3;Nutriflex Lipid special ohne Elektrolyte, Infusionsemulsion 2500ml;B. Braun Medical AG;Synthetika human;B;B;28.11.02;28.11.02;27.11.17
56092;1;Risperdal Consta 25 mg, Suspension zur i.m. Applikation;Janssen-Cilag AG;Synthetika human;B;B;26.06.02;26.06.02;24.06.17
56092;2;Risperdal Consta 37,5 mg, Suspension zur i.m. Applikation;Janssen-Cilag AG;Synthetika human;B;B;26.06.02;26.06.02;24.06.17
56092;3;Risperdal Consta 50 mg, Suspension zur i.m. Applikation;Janssen-Cilag AG;Synthetika human;B;B;26.06.02;26.06.02;24.06.17
56095;1;Ibuprofène Vifor 600 mg, comprimés filmés;Vifor SA;Synthetika human;B;B;21.12.01;21.12.01;31.01.18
56096;1;Omida Bronchialhusten, homöopathische Globuli;Omida AG;Homöopathika;D;D;27.08.02;27.08.02;18.07.17
56099;1;Omida Reizhusten, homöopathische Globuli;Omida AG;Homöopathika;D;D;27.08.02;27.08.02;18.07.17
56102;1;Peterer Ringelblumen-Salbe;Peterer Drogerie AG;Phytotherapeutika;D;D;17.10.02;17.10.02;18.09.17
56103;1;Peterer Venen-Gel;Peterer Drogerie AG;Phytotherapeutika;D;D;17.10.02;17.10.02;18.09.17
56104;1;Peterer Wallwurz Gel;Peterer Drogerie AG;Phytotherapeutika;D;D;17.10.02;17.10.02;18.09.17
56105;1;Peterer Arnica-Gel mit Spilanthes, Gel;Peterer Drogerie AG;Phytotherapeutika;D;D;17.10.02;17.10.02;18.09.17
56106;1;Avodart, Weichgelatinekapseln;GlaxoSmithKline AG;Synthetika human;B;B;13.01.03;13.01.03;19.12.17
56109;1;Naltrexin, Tabletten;OrPha Swiss GmbH;Synthetika human;A;A;22.04.03;22.04.03;21.04.18
56110;1;Flunixine Biokema ad us.vet., solution injectable;Biokema S.A.;Tierarzneimittel;B;B;08.11.02;08.11.02;27.02.18
56112;1;Doxycat 20 ad us.vet., comprimés;Biokema S.A.;Tierarzneimittel;A;A;31.03.03;31.03.03;31.12.18
56113;1;Cefamadar, homöopathische Tabletten;ebi-pharm ag;Homöopathika;C;C;11.02.03;11.02.03;16.12.17
56114;1;Zevalin, Kit für die Herstellung eines Radiotherapeutikums;Target BioScience AG;Biotechnologika;A;A;19.04.04;19.04.04;18.04.19
56115;1;Myfortic 180 mg, magensaftresistente Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;24.10.02;24.10.02;16.10.17
56115;2;Myfortic 360 mg, magensaftresistente Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;24.10.02;24.10.02;16.10.17
56116;1;Aurizon Suspension, Ohrentropfen ad us.vet.;VETOQUINOL AG Business Building;Tierarzneimittel;B;B;26.06.02;26.06.02;31.12.17
56120;1;Remodulin 1 mg/ml, Infusionslösung s.c. und i.v.;OrPha Swiss GmbH;Synthetika human;B;B;26.11.04;26.11.04;25.11.19
56120;2;Remodulin 2.5 mg/ml, Infusionslösung s.c. und i.v.;OrPha Swiss GmbH;Synthetika human;B;B;26.11.04;26.11.04;25.11.19
56120;5;Remodulin 5 mg/ml, Infusionslösung s.c und i.v.;OrPha Swiss GmbH;Synthetika human;B;B;26.11.04;16.05.12;25.11.19
56120;6;Remodulin 10 mg/ml, Infusionslösung s.c. und i.v.;OrPha Swiss GmbH;Synthetika human;B;B;26.11.04;16.05.12;25.11.19
56123;1;Artirem, Injektionslösung;Guerbet AG;Synthetika human;B;B;25.09.02;25.09.02;24.09.17
56124;3;Ceprotin 500 I.E., Injektionspräparat;Baxalta Schweiz AG;Blutprodukte;B;B;25.02.03;14.07.05;24.02.18
56124;4;Ceprotin 1000 I.E., Injektionspräparat;Baxalta Schweiz AG;Blutprodukte;B;B;25.02.03;14.07.05;24.02.18
56125;2;Dynexan Mundgel, Gel;Resinag AG;Synthetika human;D;D;17.09.03;07.07.09;16.09.18
56127;1;Baycox 5% ad us.vet., orale Suspension;Provet AG;Tierarzneimittel;B;B;13.11.03;13.11.03;12.11.18
56128;1;Denosol Baby Erkältungsbad, Badezusatz;Melisana AG;Phytotherapeutika;D;D;29.11.04;29.11.04;28.11.19
56131;1;Omida, homöopathische Globuli bei Wechseljahrbeschwerden;Omida AG;Homöopathika;D;D;20.06.03;20.06.03;19.06.18
56133;3;Wilate 500 IE, Injektionspräparat;Octapharma AG;Blutprodukte;B;B;07.06.06;17.09.13;06.06.16
56133;4;Wilate 1000 IE, Injektionspräparat;Octapharma AG;Blutprodukte;B;B;07.06.06;17.09.13;06.06.16
56134;1;Metvix, Crème;Galderma Schweiz AG;Synthetika human;B;B;05.11.03;05.11.03;04.11.18
56138;1;Tussex, homöopathische Hustentropfen;Herbamed AG;Homöopathika;D;D;09.09.03;09.09.03;08.09.18
56139;1;Crestor 10 mg, Filmtabletten;AstraZeneca AG;Synthetika human;B;B;01.09.06;01.09.06;31.08.16
56139;2;Crestor 20 mg, Filmtabletten;AstraZeneca AG;Synthetika human;B;B;01.09.06;01.09.06;31.08.16
56139;5;Crestor 5 mg, Filmtabletten;AstraZeneca AG;Synthetika human;B;B;01.09.06;01.09.06;31.08.16
56142;1;Diclac Sandoz, Lipogel;Sandoz Pharmaceuticals AG;Synthetika human;D;D;22.05.02;22.05.02;15.05.17
56147;1;Zalain, Crème;Gebro Pharma AG;Synthetika human;B;B;24.01.05;24.01.05;23.01.20
56148;1;Somatuline Autogel 60 mg, Injektionslösung;Future Health Pharma GmbH;Biotechnologika;A;A;15.07.04;15.07.04;14.07.19
56148;2;Somatuline Autogel 90 mg, Injektionslösung;Future Health Pharma GmbH;Biotechnologika;A;A;15.07.04;15.07.04;14.07.19
56148;3;Somatuline Autogel 120 mg, Injektionslösung;Future Health Pharma GmbH;Biotechnologika;A;A;15.07.04;15.07.04;14.07.19
56149;1;BicaVera 1,5% Glucose, 1,75 mmol/l Calcium, Peritonealdialyselösung;Fresenius Medical Care (Schweiz) AG;Synthetika human;B;B;19.02.04;19.02.04;18.02.19
56149;2;BicaVera 4,25% Glucose, 1,75 mmol/l Calcium, Peritonealdialyselösung;Fresenius Medical Care (Schweiz) AG;Synthetika human;B;B;19.02.04;19.02.04;18.02.19
56149;3;BicaVera 2,3% Glucose, 1,75 mmol/l Calcium, Peritonealdialyselösung;Fresenius Medical Care (Schweiz) AG;Synthetika human;B;B;19.02.04;19.02.04;18.02.19
56150;1;Ephedrin Sintetica 5mg/ml vials, soluzione iniettabile;Sintetica SA;Synthetika human;B;B;05.03.03;05.03.03;04.03.18
56150;2;Ephedrin Sintetica 50mg/ml vials, soluzione iniettabile;Sintetica SA;Synthetika human;B;B;05.03.03;05.03.03;04.03.18
56154;1;Iressa, Filmtabletten;AstraZeneca AG;Synthetika human;A;A;02.03.04;02.03.04;07.12.20
56155;1;Salicum, Tabletten;Phytocon GmbH;Phytotherapeutika;D;D;27.05.05;27.05.05;26.05.20
56156;1;Hedersol, Pastillen;Medicoss AG;Phytotherapeutika;D;D;12.08.03;12.08.03;11.08.18
56157;1;A. Vogel homöopathischer Stirnhöhlen-Spray, Microdoseur;Bioforce AG;Homöopathika;D;D;15.04.03;15.04.03;14.04.18
56158;1;Sanguicimin, homöopathische Wechseljahrtropfen;Herbamed AG;Homöopathika;D;D;04.10.04;04.10.04;03.10.19
56161;2;Pruri-med Lipolotion, Lipolotion;Permamed AG;Synthetika human;D;D;18.05.06;23.01.09;17.05.21
56162;1;Singulair 4 mg, Granulat;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;15.12.03;15.12.03;14.12.18
56169;1;Rhinathiol Sans Sucre Enfants, Sirop;Sanofi-Aventis (Suisse) SA;Synthetika human;D;D;08.03.04;08.03.04;07.03.19
56170;1;Felodipin Sandoz eco 5, Retardtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;12.09.03;12.09.03;11.09.18
56170;2;Felodipin  Sandoz eco 10, Retardtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;12.09.03;12.09.03;11.09.18
56170;4;Felodipin  Sandoz eco 2.5, Retardtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;12.09.03;27.07.12;11.09.18
56171;1;Zitac vet 100 ad us.vet., Tabletten;MSD Animal Health GmbH;Tierarzneimittel;B;B;20.12.02;20.12.02;15.11.17
56171;2;Zitac vet 200 ad us.vet., Tabletten;MSD Animal Health GmbH;Tierarzneimittel;B;B;20.12.02;20.12.02;15.11.17
56175;1;Opatanol, Augentropfen;Alcon Switzerland SA;Synthetika human;B;B;29.04.03;29.04.03;28.04.18
56176;2;Tamiflu 6 mg/ml, Pulver zur Herstellung einer Suspension zum Einnehmen;Roche Pharma (Schweiz) AG;Synthetika human;B;B;02.02.04;22.08.12;01.02.19
56177;1;Plantival mono 500, Filmtabletten;Schwabe Pharma AG;Phytotherapeutika;D;D;28.03.03;28.03.03;27.03.18
56181;1;Sera mycopur ad us. vet.,Lösung;Alfauna AG;Tierarzneimittel;D;D;14.11.03;14.11.03;13.11.18
56182;1;Sera baktopur direct ad us. vet., Tabletten;Alfauna AG;Tierarzneimittel;D;D;21.11.03;21.11.03;17.05.20
56184;2;Novofem, Filmtabletten;Novo Nordisk Pharma AG;Synthetika human;B;B;08.12.03;26.06.10;07.12.18
56185;1;Risperdal Quicklet 0,5 mg, Schmelztabletten;Janssen-Cilag AG;Synthetika human;B;B;27.03.03;27.03.03;24.03.18
56185;2;Risperdal Quicklet 1 mg, Schmelztabletten;Janssen-Cilag AG;Synthetika human;B;B;27.03.03;27.03.03;24.03.18
56185;3;Risperdal Quicklet 2 mg, Schmelztabletten;Janssen-Cilag AG;Synthetika human;B;B;27.03.03;27.03.03;24.03.18
56185;4;Risperdal Quicklet 3 mg, Schmelztabletten;Janssen-Cilag AG;Synthetika human;B;B;27.03.03;14.12.05;24.03.18
56185;5;Risperdal Quicklet 4 mg, Schmelztabletten;Janssen-Cilag AG;Synthetika human;B;B;27.03.03;14.12.05;24.03.18
56189;1;Cetallerg Sandoz, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B/C;B/C;06.11.03;06.11.03;05.11.18
56190;1;Levitra 5 mg, Filmtabletten;Bayer (Schweiz) AG;Synthetika human;B;B;29.09.03;29.09.03;28.09.18
56190;2;Levitra 10 mg, Filmtabletten;Bayer (Schweiz) AG;Synthetika human;B;B;29.09.03;29.09.03;28.09.18
56190;3;Levitra 20 mg, Filmtabletten;Bayer (Schweiz) AG;Synthetika human;B;B;29.09.03;29.09.03;28.09.18
56191;1;Beloc i.v., Injektionslösung;AstraZeneca AG;Synthetika human;B;B;06.06.03;06.06.03;05.06.18
56194;3;Redoxon Orangenaroma, Kautabletten zuckerfrei;Bayer (Schweiz) AG;Synthetika human;D;D;01.07.03;14.02.14;30.06.18
56195;1;Ezetrol, Tabletten;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;18.11.02;18.11.02;15.11.17
56196;1;Climavita, Filmtabletten;Permamed AG;Phytotherapeutika;D;D;23.08.02;23.08.02;14.06.17
56197;1;Künzle Abführtee, geschnittene Drogen;Kräuterpfarrer Künzle AG;Phytotherapeutika;D;D;31.03.04;31.03.04;30.03.19
56198;1;Venofundin, Infusionslösung;B. Braun Medical AG;Synthetika human;B;B;24.06.04;24.06.04;23.06.19
56199;1;A. Vogel AtroGel, Gel;Bioforce AG;Phytotherapeutika;D;D;08.04.03;08.04.03;07.04.18
56200;1;Propalin ad us.vet., Sirup;VETOQUINOL AG Business Building;Tierarzneimittel;B;B;19.09.03;19.09.03;18.09.18
56202;1;Hemosol B0, Hämofiltrationslösung;Baxter AG;Synthetika human;B;B;03.07.03;03.07.03;02.07.18
56203;1;Amoxicillin Sandoz 500, dispergierbare Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;29.11.06;29.11.06;28.11.16
56203;2;Amoxicillin Sandoz 750, dispergierbare Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;29.11.06;29.11.06;28.11.16
56203;3;Amoxicillin Sandoz 1000, dispergierbare Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;A;A;29.11.06;29.11.06;28.11.16
56206;1;Helixor A 0,01 mg Injektionslösung, anthrop. Arzneimittel;Swissphar AG;Anthroposophika;A;A;08.09.06;08.09.06;07.09.21
56206;2;Helixor A 0,1 mg Injektionslösung, anthrop. Arzneimittel;Swissphar AG;Anthroposophika;A;A;08.09.06;08.09.06;07.09.21
56206;3;Helixor A 1 mg Injektionslösung, anthrop. Arzneimittel;Swissphar AG;Anthroposophika;A;A;08.09.06;08.09.06;07.09.21
56206;4;Helixor A 5 mg Injektionslösung, anthrop. Arzneimittel;Swissphar AG;Anthroposophika;A;A;08.09.06;08.09.06;07.09.21
56206;5;Helixor A 10 mg Injektionslösung, anthrop. Arzneimittel;Swissphar AG;Anthroposophika;A;A;08.09.06;08.09.06;07.09.21
56206;6;Helixor A 20 mg Injektionslösung, anthrop. Arzneimittel;Swissphar AG;Anthroposophika;A;A;08.09.06;08.09.06;07.09.21
56206;7;Helixor A 30 mg Injektionslösung, anthrop. Arzneimittel;Swissphar AG;Anthroposophika;A;A;08.09.06;08.09.06;07.09.21
56206;8;Helixor A 50 mg Injektionslösung, anthrop. Arzneimittel;Swissphar AG;Anthroposophika;A;A;08.09.06;08.09.06;07.09.21
